Reference,Light S.,Temperature (K),Pressure (bar),Phase,Molar Feed Ratio,Additive,Amount of additive (mol/L),Semicon.Prep,Cocat.Prep,CalcTemp (K),"Co-catalyst 1 Loading, wt%",Co-catalyst 1,"Co-catalyst 2 Loading, wt%",Co-catalyst 2,Dopant1/Semiconductor1 Ratio,Dop1,Dopant2/Semiconductor1 Ratio,Dop2,Semiconductor1/Semiconductor2 Ratio,Semiconductor 1,Semiconductor 2,Band Gap Energy (eV),Total Gas Yield (µmol/gcat/h)
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,323,1,Gas,50,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,0.01
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,323,1,Gas,50,No,0,Hydrothermal,IW,298,0.07,Pt,0,No,0,No,0,No,100,TiO2,No,,0.02
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,323,1,Gas,50,No,0,Hydrothermal,IW,298,0.12,Pt,0,No,0,No,0,No,100,TiO2,No,,0.06
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,323,1,Gas,50,No,0,Hydrothermal,IW,298,0.15,Pt,0,No,0,No,0,No,100,TiO2,No,,0.03
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,328,1,Gas,50,No,0,Hydrothermal,IW,298,0.15,Pt,0,No,0,No,0,No,100,TiO2,No,,0.17
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,328,1,Gas,4.17,No,0,Hydrothermal,IW,298,0.15,Pt,0,No,0,No,0,No,100,TiO2,No,,0.36
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,328,1,Gas,2.5,No,0,Hydrothermal,IW,298,0.15,Pt,0,No,0,No,0,No,100,TiO2,No,,0.42
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,328,1,Gas,1.67,No,0,Hydrothermal,IW,298,0.15,Pt,0,No,0,No,0,No,100,TiO2,No,,0.45
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,328,1,Gas,1.15,No,0,Hydrothermal,IW,298,0.15,Pt,0,No,0,No,0,No,100,TiO2,No,,0.5
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,328,1,Gas,4.17,No,0,Hydrothermal,IW,298,0.12,Pt,0,No,0,No,0,No,100,TiO2,No,,0.09
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,328,1,Gas,2.5,No,0,Hydrothermal,IW,298,0.12,Pt,0,No,0,No,0,No,100,TiO2,No,,0.1
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,328,1,Gas,1.67,No,0,Hydrothermal,IW,298,0.12,Pt,0,No,0,No,0,No,100,TiO2,No,,0.1
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,328,1,Gas,1.15,No,0,Hydrothermal,IW,298,0.12,Pt,0,No,0,No,0,No,100,TiO2,No,,0.1
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,323,1,Gas,50,No,0,Hydrothermal,IW,298,0.15,Pt,0,No,0,No,0,No,100,TiO2,No,,0.09
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,343,1,Gas,50,No,0,Hydrothermal,IW,298,0.15,Pt,0,No,0,No,0,No,100,TiO2,No,,0.16
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,353,1,Gas,50,No,0,Hydrothermal,IW,298,0.12,Pt,0,No,0,No,0,No,100,TiO2,No,,0.37
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,323,1,Gas,50,No,0,Hydrothermal,IW,298,0.12,Pt,0,No,0,No,0,No,100,TiO2,No,,0.04
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,343,1,Gas,50,No,0,Hydrothermal,IW,298,0.12,Pt,0,No,0,No,0,No,100,TiO2,No,,0.07
"Q.H. Zhang, W.D. Han, Y.J. Hong, J.G. Yu, Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst, Catal. Today. 148 (2009) 335–340. https://doi.org/10.1016/j.cattod.2009.07.081.",UV ,353,1,Gas,50,No,0,Hydrothermal,IW,298,0.12,Pt,0,No,0,No,0,No,100,TiO2,No,,0.13
"M. Anpo, H. Yamashita, Y. Ichihashi, Y. Fujii, M. Honda, Photocatalytic reduction of CO2 with H2O on titanium oxides anchored within micropores of zeolites: Effects of the structure of the active sites and the addition of Pt, J. Phys. Chem. B. 101 (1997) 2632–2636. https://doi.org/10.1021/jp962696h.",UV ,328,1,Gas,0.2,No,0,Ion exchange,NP,298,0,No,0,No,0,No,0,No,41,TiO2,Modified Zeolite,,9.9
"P.W. Pan, Y.W. Chen, Photocatalytic reduction of carbon dioxide on NiO/InTaO4 under visible light irradiation, Catal. Commun. 8 (2007) 1546–1549. https://doi.org/10.1016/j.catcom.2007.01.006.",Vis,298,1,Liquid,No,No,0,Solid state,IW,298,0.3,NiO,0,No,0,No,0,No,100,lnTaO4,No,2.6,1.01
"P.W. Pan, Y.W. Chen, Photocatalytic reduction of carbon dioxide on NiO/InTaO4 under visible light irradiation, Catal. Commun. 8 (2007) 1546–1549. https://doi.org/10.1016/j.catcom.2007.01.006.",Vis,298,1,Liquid,No,No,0,Solid state,IW,298,0.3,NiO,0,No,0,No,0,No,100,lnTaO4,No,2.6,1.11
"P.W. Pan, Y.W. Chen, Photocatalytic reduction of carbon dioxide on NiO/InTaO4 under visible light irradiation, Catal. Commun. 8 (2007) 1546–1549. https://doi.org/10.1016/j.catcom.2007.01.006.",Vis,298,1,Liquid,No,No,0,Solid state,IW,298,0.5,NiO,0,No,0,No,0,No,100,lnTaO4,No,2.6,1.19
"P.W. Pan, Y.W. Chen, Photocatalytic reduction of carbon dioxide on NiO/InTaO4 under visible light irradiation, Catal. Commun. 8 (2007) 1546–1549. https://doi.org/10.1016/j.catcom.2007.01.006.",Vis,298,1,Liquid,No,No,0,Solid state,IW,298,0.5,NiO,0,No,0,No,0,No,100,lnTaO4,No,2.6,1.27
"P.W. Pan, Y.W. Chen, Photocatalytic reduction of carbon dioxide on NiO/InTaO4 under visible light irradiation, Catal. Commun. 8 (2007) 1546–1549. https://doi.org/10.1016/j.catcom.2007.01.006.",Vis,298,1,Liquid,No,No,0,Solid state,IW,298,1,NiO,0,No,0,No,0,No,100,lnTaO4,No,4,1.37
"X.J. Lv, W.F. Fu, C.Y. Hu, Y. Chen, W.B. Zhou, Photocatalytic reduction of CO2 with H2O over a graphene-modified NiOx-Ta2O5 composite photocatalyst: Coupling yields of methanol and hydrogen, RSC Adv. 3 (2013) 1753–1757. https://doi.org/10.1039/c2ra21283h.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,50,rG,Ta2O5,,54.61
"X.J. Lv, W.F. Fu, C.Y. Hu, Y. Chen, W.B. Zhou, Photocatalytic reduction of CO2 with H2O over a graphene-modified NiOx-Ta2O5 composite photocatalyst: Coupling yields of methanol and hydrogen, RSC Adv. 3 (2013) 1753–1757. https://doi.org/10.1039/c2ra21283h.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,Ta2O5,No,,9.74
"X.J. Lv, W.F. Fu, C.Y. Hu, Y. Chen, W.B. Zhou, Photocatalytic reduction of CO2 with H2O over a graphene-modified NiOx-Ta2O5 composite photocatalyst: Coupling yields of methanol and hydrogen, RSC Adv. 3 (2013) 1753–1757. https://doi.org/10.1039/c2ra21283h.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,4.7,rG,Ta2O5,,10.62
"X.J. Lv, W.F. Fu, C.Y. Hu, Y. Chen, W.B. Zhou, Photocatalytic reduction of CO2 with H2O over a graphene-modified NiOx-Ta2O5 composite photocatalyst: Coupling yields of methanol and hydrogen, RSC Adv. 3 (2013) 1753–1757. https://doi.org/10.1039/c2ra21283h.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,50,rG,Ta2O5,,21.93
"X.J. Lv, W.F. Fu, C.Y. Hu, Y. Chen, W.B. Zhou, Photocatalytic reduction of CO2 with H2O over a graphene-modified NiOx-Ta2O5 composite photocatalyst: Coupling yields of methanol and hydrogen, RSC Adv. 3 (2013) 1753–1757. https://doi.org/10.1039/c2ra21283h.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,50,rG,Ta2O5,,35.19
"X.J. Lv, W.F. Fu, C.Y. Hu, Y. Chen, W.B. Zhou, Photocatalytic reduction of CO2 with H2O over a graphene-modified NiOx-Ta2O5 composite photocatalyst: Coupling yields of methanol and hydrogen, RSC Adv. 3 (2013) 1753–1757. https://doi.org/10.1039/c2ra21283h.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,60,rG,Ta2O5,,20.75
"X.J. Lv, W.F. Fu, C.Y. Hu, Y. Chen, W.B. Zhou, Photocatalytic reduction of CO2 with H2O over a graphene-modified NiOx-Ta2O5 composite photocatalyst: Coupling yields of methanol and hydrogen, RSC Adv. 3 (2013) 1753–1757. https://doi.org/10.1039/c2ra21283h.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,66,rG,Ta2O5,,15.3
"X.J. Lv, W.F. Fu, C.Y. Hu, Y. Chen, W.B. Zhou, Photocatalytic reduction of CO2 with H2O over a graphene-modified NiOx-Ta2O5 composite photocatalyst: Coupling yields of methanol and hydrogen, RSC Adv. 3 (2013) 1753–1757. https://doi.org/10.1039/c2ra21283h.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,75,rG,Ta2O5,,11.13
"X.J. Lv, W.F. Fu, C.Y. Hu, Y. Chen, W.B. Zhou, Photocatalytic reduction of CO2 with H2O over a graphene-modified NiOx-Ta2O5 composite photocatalyst: Coupling yields of methanol and hydrogen, RSC Adv. 3 (2013) 1753–1757. https://doi.org/10.1039/c2ra21283h.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,83,rG,Ta2O5,,11.81
"X.J. Lv, W.F. Fu, C.Y. Hu, Y. Chen, W.B. Zhou, Photocatalytic reduction of CO2 with H2O over a graphene-modified NiOx-Ta2O5 composite photocatalyst: Coupling yields of methanol and hydrogen, RSC Adv. 3 (2013) 1753–1757. https://doi.org/10.1039/c2ra21283h.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,rG,No,,3.12
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1.2,Gas,50,No,0,Thermal methods,Thermal methods,298,1.2,Cu,0,No,0,No,0,No,100,TiO2,No,3.37,0.22
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1,Gas,50,No,0,Thermal methods,Thermal methods,298,1.2,Cu,0,No,0,No,0,No,100,TiO2,No,3.37,0.35
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1,Gas,50,No,0,Thermal methods,Thermal methods,298,1.2,Cu,0,No,0,No,0,No,100,TiO2,No,3.37,0.41
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1,Gas,50,No,0,Thermal methods,Thermal methods,298,1.2,Cu,0,No,0,No,0,No,100,TiO2,No,3.35,0.45
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1,Gas,50,No,0,Thermal methods,Thermal methods,298,2.06,Cu,0,No,0,No,0,No,100,TiO2,No,3.35,0.12
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1,Gas,50,No,0,Thermal methods,Thermal methods,298,2.06,Cu,0,No,0,No,0,No,100,TiO2,No,3.35,0.26
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1,Gas,50,No,0,Thermal methods,Thermal methods,298,2.06,Cu,0,No,0,No,0,No,100,TiO2,No,3.35,0.35
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1,Gas,50,No,0,Thermal methods,Thermal methods,298,2.06,Cu,0,No,0,No,0,No,100,TiO2,No,3.31,0.43
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1,Gas,50,No,0,Thermal methods,Thermal methods,298,0.52,Cu,0,No,0,No,0,No,100,TiO2,No,3.31,0.08
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1,Gas,50,No,0,Thermal methods,Thermal methods,298,0.52,Cu,0,No,0,No,0,No,100,TiO2,No,3.31,0.16
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1,Gas,50,No,0,Thermal methods,Thermal methods,298,0.52,Cu,0,No,0,No,0,No,100,TiO2,No,3.34,0.18
"J.C.S. Wu, H.M. Lin, Photo reduction of CO2 to methanol via TiO2 photocatalyst, Int. J. Photoenergy. 7 (2005) 115–119. https://doi.org/10.1155/S1110662X05000176.",UV ,348,1,Gas,50,No,0,Thermal methods,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3.34,0.02
"T.V. Nguyen, J.C.S. Wu, C.H. Chiou, Photoreduction of CO2 over Ruthenium dye-sensitized TiO2-based catalysts under concentrated natural sunlight, Catal. Commun. 9 (2008) 2073–2076. https://doi.org/10.1016/j.catcom.2008.04.004.",Vis,298,1,Gas,42,No,0,Sol gel,Sol gel,298,0.5,Cu,0.5,Fe,0,No,0,No,100,TiO2,No,2.95,0.28
"K. Rajalakshmi, V. Jeyalakshmi, K.R. Krishnamurthy, B. Viswanathan, Photocatalytic reduction of carbon dioxide by water on titania: Role of photophysical and structural properties, Indian J. Chem. - Sect. A Inorganic, Phys. Theor. Anal. Chem. 51 (2012) 411–419.",UV ,298,1,Liquid,No,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3.02,152.45
"K. Rajalakshmi, V. Jeyalakshmi, K.R. Krishnamurthy, B. Viswanathan, Photocatalytic reduction of carbon dioxide by water on titania: Role of photophysical and structural properties, Indian J. Chem. - Sect. A Inorganic, Phys. Theor. Anal. Chem. 51 (2012) 411–419.",UV ,298,1,Liquid,No,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3.06,37.38
"K. Rajalakshmi, V. Jeyalakshmi, K.R. Krishnamurthy, B. Viswanathan, Photocatalytic reduction of carbon dioxide by water on titania: Role of photophysical and structural properties, Indian J. Chem. - Sect. A Inorganic, Phys. Theor. Anal. Chem. 51 (2012) 411–419.",UV ,298,1,Liquid,No,No,0,Sol gel,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3.04,41.43
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,343,1.75,Gas,50,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.02
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,343,1,Gas,50,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.02
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,343,1,Gas,50,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.02
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,343,1,Gas,50,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.04
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,343,1,Gas,65,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.03
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,343,1,Gas,47,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.04
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,343,1,Gas,39,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.04
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,343,1,Gas,35,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.04
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,343,1,Gas,31,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.04
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,343,1,Gas,26,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.03
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,343,1.5,Gas,42,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.02
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,298,1,Gas,42,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.02
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,298,1,Gas,42,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.04
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,298,1,Gas,79,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.04
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,298,1,Gas,53.5,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.04
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,298,1,Gas,42,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.04
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,298,1,Gas,34,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.03
"M. Ren, K. Valsaraj, Inverse opal titania on optical fiber for the photoreduction of CO 2 to CH3OH, Int. J. Chem. React. Eng. 7 (2009). https://doi.org/10.2202/1542-6580.2056.",UV ,298,1,Gas,26,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,0.03
"Slamet, H.W. Nasution, E. Purnama, S. Kosela, J. Gunlazuardi, Photocatalytic reduction of CO2 on copper-doped Titania catalysts prepared by improved-impregnation method, Catal. Commun. 6 (2005) 313–319. https://doi.org/10.1016/j.catcom.2005.01.011.",UV ,333,1,Liquid,No,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,134.83
"Slamet, H.W. Nasution, E. Purnama, S. Kosela, J. Gunlazuardi, Photocatalytic reduction of CO2 on copper-doped Titania catalysts prepared by improved-impregnation method, Catal. Commun. 6 (2005) 313–319. https://doi.org/10.1016/j.catcom.2005.01.011.",UV ,333,1,Liquid,No,No,0,Commercial,IW,298,0.5,Cu,0,No,0,No,0,No,100,TiO2,No,3.28,197.33
"Slamet, H.W. Nasution, E. Purnama, S. Kosela, J. Gunlazuardi, Photocatalytic reduction of CO2 on copper-doped Titania catalysts prepared by improved-impregnation method, Catal. Commun. 6 (2005) 313–319. https://doi.org/10.1016/j.catcom.2005.01.011.",UV ,333,1,Liquid,No,No,0,Commercial,IW,298,1,Cu,0,No,0,No,0,No,100,TiO2,No,3.05,265.33
"Slamet, H.W. Nasution, E. Purnama, S. Kosela, J. Gunlazuardi, Photocatalytic reduction of CO2 on copper-doped Titania catalysts prepared by improved-impregnation method, Catal. Commun. 6 (2005) 313–319. https://doi.org/10.1016/j.catcom.2005.01.011.",UV ,333,1,Liquid,No,No,0,Commercial,IW,298,3,Cu,0,No,0,No,0,No,100,TiO2,No,3.02,442.5
"Slamet, H.W. Nasution, E. Purnama, S. Kosela, J. Gunlazuardi, Photocatalytic reduction of CO2 on copper-doped Titania catalysts prepared by improved-impregnation method, Catal. Commun. 6 (2005) 313–319. https://doi.org/10.1016/j.catcom.2005.01.011.",UV ,333,1,Liquid,No,No,0,Commercial,IW,298,5,Cu,0,No,0,No,0,No,100,TiO2,No,2.88,213.17
"Slamet, H.W. Nasution, E. Purnama, S. Kosela, J. Gunlazuardi, Photocatalytic reduction of CO2 on copper-doped Titania catalysts prepared by improved-impregnation method, Catal. Commun. 6 (2005) 313–319. https://doi.org/10.1016/j.catcom.2005.01.011.",UV ,333,1,Liquid,No,No,0,Commercial,IW,298,10,Cu,0,No,0,No,0,No,100,TiO2,No,2.88,127.83
